Index,氏名,個人DATA,試合数,チーム,背番号,ポジション,利き腕,走,S1,S2,バント,HR,2H+,2H,3H,1H*,1H+,1H,Fa,BS,BB,KS,K,ﾀﾌﾈｽ,特徴,備考,守備１,守備２,守備３,守備４,守備５,守備６,守備７,グレード,コントロール,三振,被本塁打,スタミナ,登板間隔
278,大関　友久,97.12.14生 24試13勝5敗0S 防率1.66,24,25 Hawks,47,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,PO,,P=5,,,,,,,G=3.8,C=2.5,K=1,HR=-,S=7,I=5.5
279,モイネロ,95.12.08生 24試12勝3敗0S 防率1.46,24,25 Hawks,35,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,外国人,P=5,,,,,,,G=4.2,C=2.3,K=4,HR=-,S=8,I=5.5
280,有原　航平,92.08.11生 26試14勝9敗0S 防率3.03,26,25 Hawks,17,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,,P=5,,,,,,,G=1.8,C=2.7,K=1,HR=-,S=8,I=5.0
281,清宮幸太郎,99.05.25生 138試 率.272 12本,138,25 Fighters,21,内野手,右投左打,-,4,76,0,03 02 02 02 02,05 04 04 03 **,08 07 07 06 05,** 08 ** ** **,15 13 11 10 08,21 19 16 14 11,33 29 25 22 18,41 37 32 27 22,51,61 59 58 56 54,100,94 90 86 82 79,S,DB,,1B=3,3B=3, , , , , ,,,,,,
282,レイエス,95.07.07生 132試 率.277 32本,132,25 Fighters,99,外野手,右投右打,S,2,25,0,08 07 06 05 04,09 08 07 06 05,12 11 09 08 06,** ** ** ** **,17 15 13 11 09,22 20 17 14 12,32 28 25 21 17,39 35 30 25 21,51,63 61 58 56 54,100,89 83 76 70 64,S,,外国人,1B=2, , , , , , ,,,,,,
283,万波　中正,00.04.07生 127試 率.229 20本,127,25 Fighters,66,外野手,右投右打,-,3,67,2,05 05 04 04 03,07 07 06 05 04,12 11 09 08 06,** ** ** ** 07,16 14 12 10 09,20 17 15 13 10,27 24 21 17 14,32 28 24 21 17,51,61 60 58 56 54,100,87 80 74 67 60,A,DB,,OF=3, , , , , , ,,,,,,
284,郡司　裕也,97.12.27生 111試 率.297 10本,111,25 Fighters,30,捕手,右投右打,S,2,25,2,03 03 02 02 02,05 04 04 03 **,08 07 06 05 04,** ** ** ** **,14 12 11 09 08,20 18 16 13 11,33 29 25 22 18,42 37 33 28 23,51,67 64 61 59 56,100,93 88 84 80 75,A,DB,,C=3(T:10),1B=2,3B=2,OF=2, , , ,,,,,,
285,野村　佑希,00.06.26生 101試 率.268 8本,101,25 Fighters,5,内野手,右投右打,-,3,67,0,03 02 02 02 02,05 04 04 03 03,09 08 07 06 05,10 ** ** ** **,15 13 11 10 08,20 18 16 13 11,31 28 24 21 17,37 33 29 25 20,51,61 59 57 56 54,100,92 87 82 77 72,B,DB,,1B=3,3B=1,OF=3(L), , , , ,,,,,,
286,石井　一成,94.05.06生 108試 率.259 6本,108,25 Fighters,38,内野手,右投左打,F,3,71,3,02 02 02 02 01,05 04 03 03 02,08 08 07 06 05,10 09 08 ** **,16 14 12 10 08,21 19 16 14 11,33 29 25 21 17,38 34 30 25 21,51,59 57 56 54 53,100,89 83 77 71 64,A,IH,,2B=4, , , , , , ,,,,,,
287,水野　達稀,00.07.30生 100試 率.247 7本,100,25 Fighters,43,内野手,右投左打,F,3,74,2,03 02 02 02 02,04 04 03 03 **,07 06 05 05 04,10 09 08 06 05,15 13 11 10 08,20 17 15 13 11,30 26 23 20 16,37 33 29 24 20,51,63 61 59 57 54,100,91 85 80 75 69,A,負傷30(IH),,2B=1,SS=3, , , , , ,,,,,,
288,水谷　瞬,01.03.09生 87試 率.277 12本,87,25 Fighters,53,外野手,右投右打,F,4,71,2,05 04 04 03 02,07 06 05 04 04,11 10 09 07 06,12 11 10 08 07,17 16 14 11 10,23 20 17 15 12,33 29 25 21 18,41 37 32 27 22,51,59 57 56 54 53,100,89 83 77 71 64,A,負傷30(IH),4/18より使用可能,OF=3, , , , , , ,,,,,,
289,五十幡亮汰,98.11.27生 118試 率.232 1本,118,25 Fighters,50,外野手,右投左打,F,6,73,2,01 01 00 00 00,** ** 01 01 01,03 02 02 02 **,07 06 05 05 04,12 11 10 08 07,17 16 14 12 10,29 25 22 19 16,34 30 26 22 18,51,59 58 56 55 53,100,89 83 77 71 65,A,IH,,OF=3(C), , , , , , ,,,,,,
290,田宮　裕涼,00.06.13生 79試 率.253 5本,79,25 Fighters,64,捕手,右投左打,-,4,65,3,02 02 02 02 01,03 03 03 ** 02,05 05 04 04 03,06 ** 05 ** **,12 11 09 08 07,19 16 14 12 10,31 27 24 20 17,40 36 31 26 22,51,60 59 57 55 53,100,93 88 84 80 75,B,DB,,C=5(T:-14),OF=2, , , , , ,,,,,,
291,山縣　秀,02.05.01生 84試 率.232 3本,84,25 Fighters,54,内野手,右投右打,-,3,71,3,02 02 01 01 01,03 03 03 02 02,06 06 05 04 03,** ** ** ** **,12 10 09 08 06,17 15 13 11 10,28 25 22 18 15,36 32 28 24 19,51,55 54 53 53 52,100,92 87 83 78 73,B,DB,新人,2B=2,SS=4, , , , , ,,,,,,
292,松本　剛,93.08.11生 66試 率.188 0本,66,25 Fighters,7,外野手,右投右打,F,4,66,3,00 00 00 00 00,01 01 01 01 01,04 03 03 02 02,** 04 ** 03 **,09 08 07 06 05,14 12 11 09 08,24 21 18 15 13,30 26 23 19 16,51,63 61 59 57 54,100,95 92 89 85 82,B,負傷45(IH),,OF=3, , , , , , ,,,,,,
293,矢澤　宏太,00.08.02生 86試 率.247 1本,86,25 Fighters,12,投手,左投左打,F,5,78,2,01 01 01 01 00,02 02 02 ** 01,05 04 03 03 02,** 05 04 ** 03,11 10 08 07 06,16 15 13 11 09,28 25 21 18 15,34 30 27 23 19,51,60 59 57 55 53,100,89 83 77 72 66,B,IH,準新人,OF=3, , , , , , ,,,,,,
294,伏見　寅威,90.05.12生 64試 率.241 2本,64,25 Fighters,23,捕手,右投右打,S,2,25,3,01 01 01 00 00,02 02 02 01 01,05 04 03 03 02,** ** ** ** **,10 09 08 07 06,16 15 13 11 09,29 25 22 19 16,34 30 27 23 19,51,58 56 55 54 53,100,92 88 83 78 74,C,DB,,C=5(T:7), , , , , , ,,,,,,
295,吉田　賢吾,01.01.18生 47試 率.217 4本,47,25 Fighters,60,捕手,右投右打,S,3,66,2,03 02 02 02 02,05 04 03 03 **,07 07 06 05 04,08 ** ** ** 05,12 11 10 08 07,17 15 13 11 10,27 23 20 17 14,33 30 26 22 18,51,58 57 55 54 53,100,92 87 83 78 74,D,DB,準新人,C=3(T:10),1B=2,OF=2, , , , ,,,,,,
296,淺間　大基,96.06.21生 39試 率.185 2本,39,25 Fighters,8,外野手,右投左打,F,3,70,2,02 02 01 01 01,03 ** 02 02 02,05 05 04 03 03,** ** ** 04 **,11 09 08 07 06,16 14 12 10 09,27 24 20 17 14,34 30 26 22 19,51,64 62 59 57 55,100,90 84 79 73 68,D,IH,,1B=2,OF=3, , , , , ,,,,,,
297,奈良間大己,00.05.08生 86試 率.220 1本,86,25 Fighters,58,内野手,右投右打,F,4,70,3,01 01 01 01 00,02 02 02 ** 01,04 04 03 03 02,** ** ** ** **,10 08 07 06 05,15 13 11 09 08,25 22 19 16 13,31 27 24 20 17,51,58 57 56 54 53,100,87 81 74 67 60,B,IH,,2B=3,3B=3,SS=2, , , , ,,,,,,
298,上川畑大悟,97.01.12生 35試 率.167 0本,35,25 Fighters,4,内野手,右投左打,S,2,25,2,01 00 00 00 00,02 01 01 01 01,04 03 03 03 02,** 04 ** ** **,08 08 07 06 05,14 12 10 09 07,23 21 18 15 12,29 26 22 19 16,51,64 61 59 57 55,100,93 88 84 80 76,C,負傷90(DB),,2B=3,SS=1, , , , , ,,,,,,
299,マルティネス,96.05.28生 34試 率.174 1本,34,25 Fighters,2,捕手,右投右打,S,2,25,2,02 02 01 01 01,04 03 03 02 02,07 06 05 05 04,** ** 06 ** **,11 10 09 07 06,15 13 12 10 08,23 20 17 15 12,31 28 24 20 17,51,62 60 58 56 54,100,87 80 74 67 60,D,DB,外国人,1B=2, , , , , , ,,,,,,
300,今川　優馬,97.01.25生 18試 率.245 2本,18,25 Fighters,61,外野手,右投右打,-,2,25,2,02 02 01 01 01,04 03 03 02 02,07 07 06 05 04,** ** ** ** **,12 11 09 08 06,16 14 13 11 09,25 22 20 17 14,31 28 24 20 17,51,59 58 56 55 53,100,88 82 76 70 63,E,,,OF=3, , , , , , ,,,,,,
301,宮西　尚生,85.06.02生 31試1勝1敗0S 防率3.20,31,25 Fighters,25,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=3,,,,,,,G=2.2,C=1.8,K=2,HR=-,S=2,I=2.5
302,池田　隆英,94.10.01生 24試0勝3敗0S 防率2.45,24,25 Fighters,52,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=5,,,,,,,G=2.8,C=1.6,K=2,HR=-,S=2,I=3.0
303,上原　健太,94.03.29生 27試3勝1敗1S 防率1.11,27,25 Fighters,20,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=4,,,,,,,G=0.1,C=0.7,K=2,HR=-,S=2,I=2.5
304,山本　拓実,00.01.31生 27試2勝2敗1S 防率3.51,27,25 Fighters,67,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=4,,,,,,,G=2.6,C=2.2,K=3,HR=*,S=2,I=2.5
305,杉浦　稔大,92.02.25生 18試2勝2敗0S 防率4.96,18,25 Fighters,22,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=5,,,,,,,G=1.9,C=2.3,K=2,HR=**,S=2,I=4.0
306,河野　竜生,98.05.30生 32試2勝0敗0S 防率4.05,32,25 Fighters,28,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=5,,,,,,,G=2.2,C=2.3,K=2,HR=**,S=2,I=2.0
307,生田目　翼,95.02.19生 25試0勝0敗0S 防率2.30,25,25 Fighters,13,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=5,,,,,,,G=1.7,C=3.3,K=2,HR=-,S=2,I=3.0
308,玉井　大翔,92.06.16生 40試3勝2敗1S 防率2.25,40,25 Fighters,19,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,,,P=5,,,,,,,G=3.4,C=2.0,K=2,HR=-,S=2,I=1.5
309,古林　睿煬,00.06.12生 7試2勝2敗0S 防率3.62,7,25 Fighters,37,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,負傷90,4/23より使用可能、外国人,P=4,,,,,,,G=2.2,C=2.4,K=3,HR=-,S=6,I=6.5
310,柳川　大晟,03.08.21生 37試2勝1敗11S 防率1.02,37,25 Fighters,95,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,BK,準新人,P=4,,,,,,,G=4.5,C=0.3,K=4,HR=-,S=2,I=1.5
311,細野　晴希,02.02.26生 6試3勝1敗0S 防率1.51,6,25 Fighters,29,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,負傷60(WP),5/15より使用可能、準新人,P=5,,,,,,,G=3.8,C=0.3,K=3,HR=*,S=7,I=7.5
312,福島　蓮,03.04.25生 8試5勝0敗0S 防率2.25,8,25 Fighters,94,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,C,,7/13より使用可能,P=4,,,,,,,G=2.9,C=1.5,K=2,HR=-,S=7,I=7.0
313,齋藤友貴哉,95.01.05生 47試1勝2敗3S 防率1.35,47,25 Fighters,48,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=5,,,,,,,G=4.8,C=1.2,K=2,HR=-,S=2,I=1.0
314,田中　正義,94.07.19生 49試1勝1敗13S 防率1.32,49,25 Fighters,26,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=4,,,,,,,G=4.2,C=2.9,K=3,HR=-,S=2,I=1.0
315,金村　尚真,00.08.29生 28試5勝7敗0S 防率2.93,28,25 Fighters,24,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=6,,,,,,,G=1.5,C=4.0,K=1,HR=-,S=5,I=4.5
316,達　孝太,04.03.27生 16試8勝2敗0S 防率2.09,16,25 Fighters,16,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,BK,5/4より使用可能,P=5,,,,,,,G=3.3,C=3.4,K=3,HR=-,S=8,I=6.5
317,山_　福也,92.09.09生 20試7勝5敗0S 防率2.27,20,25 Fighters,18,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,WP,,P=6,,,,,,,G=2.1,C=3.9,K=0,HR=**,S=7,I=6.5
318,加藤　貴之,92.06.03生 20試9勝6敗0S 防率3.40,20,25 Fighters,14,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,B,PO,,P=5,,,,,,,G=0.4,C=4.0,K=0,HR=**,S=7,I=6.0
319,北山　亘基,99.04.10生 22試9勝5敗0S 防率1.63,22,25 Fighters,15,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,A,WP,,P=4,,,,,,,G=4.3,C=1.8,K=3,HR=-,S=8,I=6.0
320,伊藤　大海,97.08.31生 27試14勝8敗0S 防率2.52,27,25 Fighters,17,投手,右投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,S,WP,,P=5,,,,,,,G=2.3,C=3.8,K=3,HR=-,S=8,I=4.5
321,頓宮　裕真,96.11.17生 129試 率.249 13本,129,25 Buffaloes,44,捕手,右投右打,S,3,68,0,03 03 03 02 02,05 04 04 03 03,08 07 06 06 05,** ** ** ** **,14 12 11 09 07,19 17 15 12 10,30 26 23 20 16,38 33 29 25 20,51,63 61 59 56 54,100,93 89 86 82 78,S,DB,,1B=4, , , , , , ,,,,,,
322,太田　椋,01.02.14生 113試 率.283 10本,113,25 Buffaloes,31,内野手,右投右打,S,3,64,2,03 02 02 02 01,** 03 03 ** 02,05 05 04 03 03,** ** ** ** **,12 11 10 08 07,20 17 15 13 11,34 30 26 23 19,42 37 33 28 23,51,61 59 57 55 53,100,91 85 80 75 69,A,DB,,1B=2,2B=4, , , , , ,,,,,,
323,中川　圭太,96.04.12生 119試 率.284 12本,119,25 Buffaloes,67,内野手,右投右打,F,4,76,2,03 03 03 02 02,06 05 05 04 03,11 10 08 07 06,** ** 09 ** **,17 15 13 11 10,23 21 18 15 13,36 32 27 23 19,44 39 34 28 24,51,57 55 54 53 52,100,96 93 90 87 85,A,IH,,OF=4, , , , , , ,,,,,,
324,杉本裕太郎,91.04.05生 119試 率.259 16本,119,25 Buffaloes,99,外野手,右投右打,S,3,68,0,05 04 04 03 02,06 06 05 04 03,09 08 07 06 05,10 09 ** ** **,15 13 11 10 08,20 18 15 13 11,31 27 23 20 16,41 37 32 27 22,51,65 63 60 57 55,100,88 81 74 67 60,A,DB,,OF=2(R), , , , , , ,,,,,,
325,廣岡　大志,97.04.09生 118試 率.254 7本,118,25 Buffaloes,30,内野手,右投右打,F,4,68,2,02 02 02 01 01,04 03 03 02 02,07 06 05 04 03,** ** ** ** 04,13 11 10 08 07,19 16 14 12 10,30 27 23 20 16,38 34 30 25 21,51,63 61 59 56 54,100,91 86 81 76 70,A,IH,,1B=2,3B=2,SS=1,OF=3, , , ,,,,,,
326,紅林弘太郎,02.02.07生 116試 率.260 9本,116,25 Buffaloes,24,内野手,右投右打,S,3,66,2,03 02 02 02 01,05 04 04 03 02,08 07 07 06 05,** 08 ** ** **,14 13 11 09 08,20 18 15 13 11,31 28 24 20 17,41 36 31 26 22,51,62 60 58 56 54,100,95 91 88 85 81,A,DB,,SS=5, , , , , , ,,,,,,
327,西川　龍馬,94.12.10生 96試 率.310 5本,96,25 Buffaloes,7,外野手,右投左打,-,3,71,2,02 02 01 01 01,05 04 03 03 02,10 09 07 06 05,** ** 08 ** **,17 16 14 11 10,25 22 20 17 14,41 36 31 27 22,47 41 36 31 25,51,57 56 54 53 52,100,94 90 86 82 79,A,負傷45(DB),,OF=3(L), , , , , , ,,,,,,
328,若月　健矢,95.10.04生 121試 率.272 6本,121,25 Buffaloes,2,捕手,右投右打,S,3,69,3,02 02 02 01 01,04 03 03 03 02,07 07 06 05 04,08 ** ** 06 05,15 13 11 10 08,21 19 16 14 11,34 30 26 22 19,40 35 31 26 22,51,59 57 56 54 53,100,93 89 85 82 78,A,DB,,C=5(T:-1), , , , , , ,,,,,,
329,宗　佑磨,96.06.07生 98試 率.235 6本,998,25 Buffaloes,6,内野手,右投左打,-,4,66,2,02 02 02 01 01,04 03 03 02 02,07 06 05 04 03,** ** ** ** 04,12 11 10 08 07,18 16 14 12 10,29 26 23 19 16,36 31 27 23 19,51,63 61 59 56 54,100,95 92 89 85 82,A,負傷30(DB),,3B=5, , , , , , ,,,,,,
330,西野　真弘,90.08.02生 75試 率.287 7本,75,25 Buffaloes,5,内野手,右投左打,S,2,25,3,03 03 03 02 02,05 04 04 03 03,08 07 06 05 05,10 09 07 06 **,16 14 13 11 09,23 21 18 15 13,37 33 29 24 20,42 37 33 28 23,51,60 58 57 55 53,100,97 96 94 92 90,C,DB,,2B=2,3B=1, , , , , ,,,,,,
331,森　友哉,95.08.08生 50試 率.205 1本,50,25 Buffaloes,4,捕手,右投左打,-,2,25,0,02 01 01 01 01,04 03 03 02 02,08 07 06 05 04,** ** ** ** **,13 11 10 08 07,17 16 13 11 10,27 24 21 18 14,34 31 27 23 19,51,70 67 63 60 57,100,93 90 86 82 78,B,負傷60(DB),5/5より使用可能,C=4(T:2), , , , , , ,,,,,,
332,麦谷　祐介,02.07.27生 79試 率.231 1本,79,25 Buffaloes,8,外野手,右投左打,F,5,72,2,01 01 01 01 01,03 02 02 02 **,05 05 04 03 03,06 06 05 04 **,12 10 09 08 06,17 16 13 11 10,29 25 22 19 15,36 32 27 23 19,51,65 63 60 58 55,100,90 85 79 74 68,B,IH,新人,OF=4(C), , , , , , ,,,,,,
333,ディアス,00.08.13生 50試 率.228 2本,50,25 Buffaloes,54,内野手,右投右打,S,2,25,2,02 02 01 01 01,03 03 02 02 02,06 05 04 04 03,** ** ** ** **,11 10 09 08 06,17 15 13 11 09,28 25 22 18 15,34 30 26 22 18,51,63 61 59 56 54,100,91 86 81 76 70,D,,外国人,1B=2, , , , , , ,,,,,,
334,来田　涼斗,02.10.16生 50試 率.234 2本,50,25 Buffaloes,38,外野手,右投左打,F,4,73,3,02 02 01 01 01,03 03 03 02 02,07 06 05 04 04,** 07 06 05 **,13 11 10 08 07,17 16 14 12 10,28 25 22 19 15,34 31 27 23 19,51,60 58 56 55 53,100,88 81 74 67 61,D,IH,,OF=3, , , , , , ,,,,,,
335,大里　昂生,99.07.07生 46試 率.224 0本,46,25 Buffaloes,64,内野手,右投左打,F,4,69,3,01 01 01 01 00,02 02 ** ** 01,04 03 03 02 02,05 05 04 03 03,11 10 08 07 06,16 15 13 11 09,28 25 22 19 15,35 31 27 23 19,51,65 62 60 57 55,100,93 89 85 81 76,D,IH,,1B=2,2B=2,3B=1,SS=3,OF=2, , ,,,,,,
336,大城　滉二,93.06.14生 66試 率.250 0本,66,25 Buffaloes,10,内野手,右投右打,F,3,69,3,00 00 00 00 00,01 01 01 ** **,03 02 02 02 01,** ** ** ** **,08 07 07 06 05,15 13 11 09 08,27 24 20 17 14,32 28 24 21 17,51,64 61 59 57 55,100,89 83 77 71 66,C,DB,,1B=2,2B=3,3B=1,SS=3, , , ,,,,,,
337,福永　奨,99.07.28生 39試 率.152 1本,39,25 Buffaloes,32,捕手,右投右打,S,2,25,2,01 01 01 00 00,02 02 ** 01 01,04 03 03 03 02,05 04 04 ** **,08 07 06 06 05,12 11 09 08 07,20 17 15 13 11,27 24 21 18 15,51,61 59 58 56 54,100,87 80 73 66 60,D,DB,準新人,C=5(T:-3), , , , , , ,,,,,,
338,野口　智哉,99.09.20生 33試 率.145 1本,33,25 Buffaloes,9,内野手,右投左打,-,3,65,2,02 02 01 01 01,04 04 03 03 02,08 07 07 06 05,10 08 ** ** **,11 10 09 08 06,14 12 10 09 07,17 16 14 12 10,23 21 18 15 12,51,66 63 61 58 55,100,88 81 75 68 61,D,DB,,2B=1,3B=1,SS=1, , , , ,,,,,,
339,福田　周平,92.08.08生 23試 率.167 0本,23,25 Buffaloes,65,外野手,右投左打,F,3,68,3,01 00 00 00 00,** 01 01 01 01,03 03 03 02 02,04 ** ** ** **,08 07 07 06 05,14 12 10 09 07,23 21 18 15 13,29 25 22 19 15,51,63 61 58 56 54,100,93 88 84 80 75,E,,,OF=3, , , , , , ,,,,,,
340,山中　稜真,00.12.14生 19試 率.122 1本,19,25 Buffaloes,50,捕手,右投左打,S,2,25,2,01 01 01 01 01,02 02 02 02 **,05 04 03 03 02,06 05 04 04 03,08 08 07 06 05,12 11 09 08 06,18 16 14 12 10,24 21 18 15 13,51,61 59 57 55 53,100,91 85 80 75 70,E,,新人,1B=2,OF=3, , , , , ,,,,,,
341,渡部　遼人,99.09.02生 51試 率.200 0本,51,25 Buffaloes,0,外野手,左投左打,F,3,69,2,00 00 00 00 00,01 01 01 01 **,03 03 02 02 02,** ** ** ** **,07 07 06 05 04,12 11 09 08 06,21 19 16 14 11,27 24 20 17 14,51,66 63 61 58 55,100,89 83 77 72 66,D,DB,,OF=3, , , , , , ,,,,,,
342,東　晃平,99.12.14生 6試1勝2敗0S 防率3.12,6,25 Buffaloes,12,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,負傷60(WP),5/6より使用可能,P=5,,,,,,,G=2.8,C=0.3,K=1,HR=*,S=5,I=6.5
343,古田島成龍,99.06.29生 20試2勝1敗0S 防率4.42,20,25 Buffaloes,35,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=4,,,,,,,G=1.8,C=0.4,K=2,HR=-,S=2,I=3.5
344,山田　修義,91.09.19生 28試2勝2敗0S 防率4.24,28,25 Buffaloes,57,投手,左投左打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,12 11 09 08 06,17 15 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=5,,,,,,,G=1.7,C=1.4,K=2,HR=-,S=2,I=2.5
345,椋木　蓮,00.01.22生 12試0勝2敗0S 防率6.93,12,25 Buffaloes,15,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,,,P=4,,,,,,,G=0.4,C=0.8,K=1,HR=-,S=4,I=8.0
346,山_颯一郎,98.06.15生 28試2勝1敗0S 防率4.28,28,25 Buffaloes,21,投手,右投右打,S,2,25,2,00 00 00 00 00,01 01 ** ** **,** ** 01 01 01,** ** ** ** **,04 03 03 03 02,07 06 05 04 03,11 10 09 08 06,16 14 13 11 09,31,32 32 32 31 31,100,81 71 62 52 42,D,WP,,P=4,,,,,,,G=1.7,C=0.9,K=2,HR=-,S=2,I=2.5
